32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
32.780,79.333,145.325,-73.171,114.415,-76.985,19.457,-34.397,-41.982,17.389,-63.926,50.109,-18.357,-13.229,33.348,-39.958,26.528,-11.289,-9.243,14.001
